order_id,user_id,order_time,pay_time,province,city,channel,order_status,total_amount,discount_amount,pay_amount
O2025062500020444,U000570,2025-06-25 12:06:49,2025-06-25 12:17:49,福建省,漳州,小程序,已完成,967.16,33.85,933.31
O2026061400020445,U011427,2026-06-14 18:15:28,2026-06-14 18:17:28,湖南省,常德,自然流量,已完成,11101.40,835.78,10265.62
O2025040400020446,U000525,2025-04-04 21:17:53,2025-04-04 21:29:53,广东省,深圳,小程序,已支付,1398.65,55.95,1342.70
O2025020200020447,U004968,2025-02-02 22:36:38,2025-02-02 22:55:38,江苏省,苏州,小程序,已支付,81.37,3.00,78.37
O2025081300020448,U004434,2025-08-13 11:25:52,2025-08-13 11:49:52,广东省,东莞,APP,已支付,2925.72,87.77,2837.95
O2026031900020449,U011255,2026-03-19 21:12:08,2026-03-19 21:41:08,江苏省,南通,PC,已支付,330.96,0.00,330.96
O2025092400020450,U000805,2025-09-24 00:05:06,2025-09-24 00:12:06,广东省,东莞,PC,已支付,553.25,24.90,528.35
O2025050700020451,U008609,2025-05-07 21:44:28,2025-05-07 21:59:28,湖北省,荆州,小程序,已完成,902.85,13.54,889.31
O2025042700020452,U000293,2025-04-27 18:26:22,2025-04-27 18:44:22,江苏省,常州,小程序,已完成,1475.22,93.47,1381.75
O2025121400020453,U009437,2025-12-14 20:53:10,2025-12-14 20:57:10,湖北省,黄冈,APP,已支付,176.62,5.81,170.81
O2026010900020454,U003844,2026-01-09 20:02:23,2026-01-09 20:13:23,山东省,潍坊,APP,已支付,748.59,18.71,729.88
O2025053100020455,U011924,2025-05-31 22:05:32,2025-05-31 22:19:32,四川省,南充,搜索广告,已支付,1734.56,85.92,1648.64
O2025030300020456,U011946,2025-03-03 11:10:20,2025-03-03 11:19:20,江苏省,苏州,PC,已支付,283.18,0.00,283.18
O2025102200020457,U011203,2025-10-22 21:14:30,2025-10-22 21:27:30,浙江省,宁波,直播间,已支付,966.06,37.25,928.81
O2026052600020458,U000894,2026-05-26 21:22:37,2026-05-26 21:52:37,浙江省,绍兴,小程序,已支付,382.54,7.65,374.89
O2025050400020459,U000356,2025-05-04 21:39:45,2025-05-04 21:52:45,山东省,青岛,小程序,已支付,383.12,21.44,361.68
O2025111400020460,U000525,2025-11-14 20:59:56,2025-11-14 21:12:56,广东省,深圳,自然流量,已支付,341.93,3.42,338.51
O2025111100020461,U010028,2025-11-11 10:02:51,2025-11-11 10:08:51,广东省,东莞,APP,已支付,1139.70,111.58,1028.12
O2026012000020462,U003799,2026-01-20 09:13:44,2026-01-20 09:26:44,广东省,东莞,APP,已支付,302.73,3.03,299.70
O2026021400020463,U010597,2026-02-14 21:38:18,2026-02-14 22:00:18,江苏省,苏州,小程序,已支付,2338.89,258.14,2080.75
O2025072300020464,U001722,2025-07-23 08:00:17,2025-07-23 08:17:17,湖北省,黄冈,APP,已完成,1456.02,43.68,1412.34
O2025101100020465,U002916,2025-10-11 22:41:53,2025-10-11 22:47:53,江苏省,常州,PC,已支付,1734.30,121.53,1612.77
O2026031200020466,U006269,2026-03-12 13:55:36,2026-03-12 14:03:36,山东省,青岛,PC,已支付,632.01,9.48,622.53
O2025060500020467,U008264,2025-06-05 12:29:57,2025-06-05 12:59:57,河南省,洛阳,PC,已支付,1622.64,64.91,1557.73
O2025052600020468,U008094,2025-05-26 20:13:54,2025-05-26 20:28:54,河南省,洛阳,APP,已支付,2291.42,68.74,2222.68
O2025071200020469,U004729,2025-07-12 22:32:38,2025-07-12 22:49:38,浙江省,绍兴,APP,已支付,296.68,9.58,287.10
O2026052000020470,U002282,2026-05-20 23:02:40,2026-05-20 23:11:40,江苏省,南京,APP,已支付,1013.10,60.79,952.31
O2025073100020471,U002466,2025-07-31 00:21:54,2025-07-31 00:32:54,广东省,珠海,APP,已支付,816.94,12.25,804.69
O2026010600020472,U005047,2026-01-06 19:17:57,2026-01-06 19:37:57,河南省,许昌,直播间,已完成,2008.40,167.84,1840.56
O2026053100020473,U005645,2026-05-31 01:15:20,2026-05-31 01:17:20,安徽省,合肥,直播间,已支付,4052.30,498.04,3554.26
O2025032900020474,U000220,2025-03-29 11:02:55,2025-03-29 11:16:55,北京市,北京,直播间,已支付,1218.48,90.13,1128.35
O2025080100020475,U002127,2025-08-01 13:24:48,2025-08-01 13:39:48,山东省,临沂,小程序,已支付,93.64,0.00,93.64
O2025090600020476,U007610,2025-09-06 11:12:27,2025-09-06 11:26:27,河南省,许昌,PC,已支付,54.54,1.23,53.31
O2025010700020477,U002008,2025-01-07 20:45:44,2025-01-07 21:11:44,广东省,广州,小程序,已支付,726.40,18.16,708.24
O2026041800020478,U001468,2026-04-18 21:20:48,2026-04-18 21:32:48,河南省,洛阳,搜索广告,已支付,2399.75,188.09,2211.66
O2025031600020479,U002423,2025-03-16 20:33:54,2025-03-16 20:42:54,广东省,东莞,直播间,已完成,764.99,73.62,691.37
O2025080500020480,U009828,2025-08-05 23:55:28,,江苏省,常州,小程序,已取消,432.86,0.00,0.00
O2025051300020481,U004992,2025-05-13 23:28:38,2025-05-13 23:53:38,山东省,济南,PC,已支付,423.14,0.00,423.14
O2025021400020482,U008389,2025-02-14 12:35:10,2025-02-14 12:56:10,湖北省,襄阳,小程序,已支付,41.10,5.21,35.89
O2026052700020483,U007199,2026-05-27 21:47:28,2026-05-27 22:17:28,广东省,广州,小程序,已支付,12463.40,373.90,12089.50
O2025021300020484,U004105,2025-02-13 11:26:16,2025-02-13 11:55:16,江苏省,南通,搜索广告,已支付,6207.56,496.60,5710.96
O2025051300020485,U005361,2025-05-13 13:30:08,2025-05-13 13:32:08,广东省,佛山,小程序,已完成,18.15,0.54,17.61
O2026041900020486,U007682,2026-04-19 23:31:46,2026-04-19 23:36:46,湖南省,常德,自然流量,已完成,761.48,36.78,724.70
O2025041400020487,U005652,2025-04-14 10:15:26,2025-04-14 10:37:26,四川省,宜宾,直播间,已支付,623.77,45.26,578.51
O2025030900020488,U005210,2025-03-09 23:15:13,2025-03-09 23:38:13,广东省,东莞,自然流量,已支付,2340.51,198.15,2142.36
O2025021000020489,U004049,2025-02-10 18:26:39,2025-02-10 18:44:39,河南省,南阳,小程序,已完成,126.12,1.26,124.86
O2025032500020490,U010786,2025-03-25 13:25:20,2025-03-25 13:36:20,福建省,泉州,APP,已支付,4288.29,171.53,4116.76
O2025120600020491,U003699,2025-12-06 20:47:47,2025-12-06 21:11:47,广东省,广州,APP,已支付,2592.18,106.30,2485.88
O2025020700020492,U010539,2025-02-07 10:36:01,2025-02-07 10:54:01,四川省,成都,APP,已支付,4843.90,145.32,4698.58
O2026050100020493,U003998,2026-05-01 20:00:31,2026-05-01 20:08:31,四川省,南充,PC,已完成,677.59,115.88,561.71
O2026010700020494,U007914,2026-01-07 22:10:50,2026-01-07 22:32:50,山东省,临沂,APP,已完成,3818.13,114.54,3703.59
O2025061800020495,U001178,2025-06-18 22:50:20,2025-06-18 23:02:20,广东省,东莞,APP,已完成,5557.24,941.91,4615.33
O2026060200020496,U009171,2026-06-02 11:57:38,2026-06-02 12:02:38,浙江省,温州,PC,已完成,2137.42,106.87,2030.55
O2025122500020497,U007433,2025-12-25 11:02:56,2025-12-25 11:29:56,浙江省,宁波,小程序,已完成,1327.32,66.37,1260.95
O2026061800020498,U001723,2026-06-18 20:09:49,2026-06-18 20:13:49,广东省,东莞,小程序,已支付,252.14,38.03,214.11
O2026030900020499,U011705,2026-03-09 20:29:36,2026-03-09 20:49:36,江苏省,无锡,小程序,已支付,2936.72,146.84,2789.88
O2026062100020500,U004344,2026-06-21 21:54:00,2026-06-21 22:22:00,河南省,新乡,搜索广告,已完成,433.24,16.04,417.20
O2025032200020501,U003022,2025-03-22 21:43:08,2025-03-22 21:51:08,山东省,临沂,APP,已支付,2202.64,92.38,2110.26
O2025031600020502,U011039,2025-03-16 01:42:16,2025-03-16 01:57:16,广东省,深圳,APP,已支付,55.94,1.29,54.65
O2025072300020503,U000305,2025-07-23 14:47:04,2025-07-23 15:15:04,河南省,新乡,搜索广告,已支付,592.14,38.49,553.65
O2025050400020504,U004128,2025-05-04 13:20:25,2025-05-04 13:33:25,福建省,莆田,APP,已支付,1238.42,57.41,1181.01
O2026061200020505,U003731,2026-06-12 12:31:39,2026-06-12 12:39:39,广东省,东莞,小程序,已完成,694.35,17.36,676.99
O2025063000020506,U008834,2025-06-30 13:17:15,2025-06-30 13:41:15,四川省,成都,小程序,已支付,16446.85,493.41,15953.44
O2025050500020507,U004032,2025-05-05 12:30:42,2025-05-05 12:45:42,江苏省,无锡,PC,已支付,316.13,0.00,316.13
O2025081100020508,U011268,2025-08-11 11:18:35,2025-08-11 11:46:35,福建省,厦门,APP,已支付,1719.86,51.60,1668.26
O2025110500020509,U002255,2025-11-05 20:25:19,2025-11-05 20:32:19,湖北省,武汉,APP,已支付,779.17,11.69,767.48
O2025111100020510,U003816,2025-11-11 12:32:05,2025-11-11 13:01:05,福建省,厦门,PC,已支付,3730.65,771.08,2959.57
O2025021200020511,U010745,2025-02-12 21:38:08,2025-02-12 21:46:08,四川省,绵阳,APP,已支付,116.72,1.17,115.55
O2025072900020512,U010419,2025-07-29 13:57:57,2025-07-29 14:12:57,四川省,德阳,APP,已完成,1674.60,50.24,1624.36
O2025011100020513,U007577,2025-01-11 19:50:46,2025-01-11 20:20:46,北京市,北京,APP,已支付,2599.22,142.04,2457.18
O2025091700020514,U009713,2025-09-17 21:14:39,2025-09-17 21:17:39,北京市,北京,小程序,已完成,2166.29,108.31,2057.98
O2026031300020515,U000035,2026-03-13 22:29:12,2026-03-13 22:30:12,江苏省,苏州,APP,已支付,269.12,0.00,269.12
O2026020900020516,U007048,2026-02-09 22:43:29,,广东省,佛山,APP,已取消,3113.59,155.68,0.00
O2026010100020517,U008063,2026-01-01 13:22:10,2026-01-01 13:48:10,江苏省,苏州,APP,已完成,1498.74,189.89,1308.85
O2025102000020518,U011682,2025-10-20 22:41:11,2025-10-20 22:42:11,浙江省,温州,APP,已支付,504.21,7.56,496.65
O2025010800020519,U005040,2025-01-08 22:29:17,2025-01-08 22:59:17,江苏省,苏州,小程序,已完成,291.99,0.00,291.99
O2025052700020520,U008828,2025-05-27 13:03:04,2025-05-27 13:21:04,江苏省,常州,PC,已支付,367.10,0.00,367.10
O2025120700020521,U007206,2025-12-07 01:48:47,2025-12-07 02:16:47,上海市,上海,直播间,已完成,458.41,49.63,408.78
O2025060800020522,U011444,2025-06-08 22:52:23,2025-06-08 23:19:23,河南省,南阳,小程序,已支付,1005.84,88.02,917.82
O2025040400020523,U001813,2025-04-04 12:00:34,2025-04-04 12:03:34,重庆市,重庆,APP,已退款,1485.24,59.41,38.57
O2026020500020524,U011665,2026-02-05 12:42:59,2026-02-05 13:01:59,山东省,潍坊,PC,已支付,615.32,15.38,599.94
O2025032700020525,U005807,2025-03-27 15:09:05,2025-03-27 15:26:05,广东省,东莞,APP,已退款,11280.59,338.42,1462.29
O2026050200020526,U002999,2026-05-02 22:01:37,2026-05-02 22:19:37,浙江省,杭州,APP,已支付,170.41,4.45,165.96
O2026061500020527,U011923,2026-06-15 12:14:36,2026-06-15 12:33:36,浙江省,绍兴,小程序,已支付,574.18,14.35,559.83
O2025061400020528,U002774,2025-06-14 21:56:42,2025-06-14 21:57:42,江苏省,苏州,搜索广告,已完成,1073.14,74.91,998.23
O2025101100020529,U002683,2025-10-11 13:56:09,2025-10-11 14:23:09,湖南省,衡阳,搜索广告,已支付,3948.45,248.18,3700.27
O2026050300020530,U003945,2026-05-03 08:26:30,2026-05-03 08:30:30,河南省,郑州,APP,已支付,593.19,28.99,564.20
O2025020100020531,U000647,2025-02-01 00:42:16,2025-02-01 01:12:16,江苏省,南京,直播间,已完成,256.02,15.68,240.34
O2025102500020532,U006110,2025-10-25 12:43:10,2025-10-25 13:08:10,山东省,潍坊,PC,已支付,273.40,6.70,266.70
O2025101600020533,U008251,2025-10-16 22:15:03,2025-10-16 22:25:03,浙江省,嘉兴,小程序,已完成,123.98,1.24,122.74
O2025062100020534,U011876,2025-06-21 11:35:42,,四川省,成都,APP,已取消,455.25,19.84,0.00
O2025012300020535,U002960,2025-01-23 09:44:44,2025-01-23 09:48:44,山东省,潍坊,APP,已支付,1312.05,52.48,1259.57
O2026050100020536,U001738,2026-05-01 11:14:52,2026-05-01 11:30:52,四川省,宜宾,APP,已完成,1001.32,169.11,832.21
O2026031200020537,U002483,2026-03-12 17:03:10,2026-03-12 17:29:10,四川省,绵阳,APP,已完成,2423.60,72.71,2350.89
O2026040200020538,U008298,2026-04-02 22:45:41,2026-04-02 23:08:41,山东省,潍坊,小程序,已支付,3211.84,128.47,3083.37
O2026022300020539,U006128,2026-02-23 20:56:37,2026-02-23 21:26:37,重庆市,重庆,自然流量,已支付,1497.80,59.91,1437.89
O2025072000020540,U007484,2025-07-20 20:42:16,2025-07-20 21:00:16,湖北省,武汉,APP,已完成,303.00,8.34,294.66
O2025050100020541,U000555,2025-05-01 22:09:56,2025-05-01 22:18:56,广东省,东莞,APP,已完成,5012.67,871.24,4141.43
O2025050100020542,U005657,2025-05-01 01:05:06,2025-05-01 01:16:06,浙江省,温州,APP,已支付,518.33,53.48,464.85
O2025102600020543,U005441,2025-10-26 12:09:01,2025-10-26 12:20:01,江苏省,南京,PC,已支付,770.32,49.88,720.44
O2025033000020544,U007308,2025-03-30 20:26:51,2025-03-30 20:52:51,江苏省,苏州,PC,已完成,62.74,1.96,60.78
O2025102900020545,U002739,2025-10-29 11:03:53,2025-10-29 11:25:53,广东省,珠海,自然流量,已支付,4725.69,141.77,4583.92
O2026050200020546,U011148,2026-05-02 13:19:38,2026-05-02 13:49:38,江苏省,南通,自然流量,已支付,1849.03,87.96,1761.07
O2025121900020547,U002591,2025-12-19 16:35:31,2025-12-19 16:52:31,江苏省,南通,APP,已支付,1558.20,77.91,1480.29
O2026031900020548,U007179,2026-03-19 20:36:13,2026-03-19 20:54:13,广东省,东莞,自然流量,已支付,369.07,0.00,369.07
O2026052400020549,U011016,2026-05-24 09:17:06,2026-05-24 09:21:06,福建省,漳州,APP,已支付,290.48,13.82,276.66
O2026012300020550,U005929,2026-01-23 20:12:07,2026-01-23 20:15:07,广东省,广州,APP,已支付,298.75,2.99,295.76
O2025090300020551,U007177,2025-09-03 13:29:26,2025-09-03 13:38:26,河南省,郑州,APP,已支付,917.06,13.76,903.30
O2025050100020552,U002098,2025-05-01 13:40:59,2025-05-01 14:01:59,广东省,东莞,APP,已支付,1237.74,179.72,1058.02
O2025121300020553,U005086,2025-12-13 08:28:43,2025-12-13 08:52:43,广东省,东莞,APP,已支付,2537.77,261.01,2276.76
O2025090600020554,U009333,2025-09-06 21:52:40,2025-09-06 21:54:40,河北省,廊坊,APP,已支付,233.94,5.52,228.42
O2025120700020555,U007223,2025-12-07 22:37:00,,重庆市,重庆,APP,已取消,340.08,3.89,0.00
O2025102700020556,U004574,2025-10-27 17:19:04,,湖南省,常德,PC,已取消,1271.85,38.16,0.00
O2025062100020557,U000236,2025-06-21 15:49:06,2025-06-21 15:56:06,广东省,广州,小程序,已支付,129.40,8.78,120.62
O2025111200020558,U003584,2025-11-12 22:40:01,2025-11-12 22:55:01,陕西省,渭南,APP,已支付,18050.88,722.04,17328.84
O2025071500020559,U009928,2025-07-15 18:20:31,2025-07-15 18:39:31,湖南省,常德,小程序,已完成,2788.47,83.65,2704.82
O2025010500020560,U010024,2025-01-05 22:42:51,2025-01-05 23:10:51,广东省,佛山,APP,已完成,4808.61,310.77,4497.84
O2025050600020561,U002218,2025-05-06 21:54:22,2025-05-06 22:23:22,广东省,东莞,APP,已支付,149.70,2.99,146.71
O2026041900020562,U006672,2026-04-19 12:45:37,2026-04-19 13:10:37,广东省,深圳,APP,已支付,117.00,4.07,112.93
O2025110300020563,U010403,2025-11-03 09:12:57,2025-11-03 09:32:57,北京市,北京,小程序,已完成,2304.99,69.15,2235.84
O2025121300020564,U006672,2025-12-13 12:03:15,2025-12-13 12:12:15,广东省,深圳,PC,已支付,616.84,28.76,588.08
O2025050300020565,U008295,2025-05-03 13:57:45,2025-05-03 14:27:45,山东省,潍坊,小程序,已完成,684.66,35.71,648.95
O2025080100020566,U010796,2025-08-01 20:54:14,2025-08-01 21:19:14,浙江省,杭州,APP,已支付,1879.96,75.20,1804.76
O2025012000020567,U002389,2025-01-20 21:27:40,2025-01-20 21:38:40,四川省,宜宾,APP,已完成,984.90,24.62,960.28
O2025070500020568,U008342,2025-07-05 13:32:02,2025-07-05 13:44:02,陕西省,咸阳,APP,已支付,2854.72,270.93,2583.79
O2026011300020569,U005739,2026-01-13 15:01:54,2026-01-13 15:30:54,四川省,成都,APP,已完成,128.66,0.00,128.66
O2025030300020570,U003000,2025-03-03 16:31:01,2025-03-03 16:46:01,江苏省,南京,直播间,已完成,4925.99,273.29,4652.70
O2025091600020571,U000840,2025-09-16 22:31:15,2025-09-16 22:54:15,河南省,洛阳,APP,已支付,7791.96,233.76,7558.20
O2026051200020572,U010694,2026-05-12 15:51:57,2026-05-12 15:55:57,湖北省,襄阳,直播间,已支付,128.75,5.62,123.13
O2026032600020573,U002751,2026-03-26 12:51:41,,江苏省,南通,PC,已取消,3282.26,98.47,0.00
O2025111300020574,U006147,2025-11-13 13:30:07,2025-11-13 13:44:07,浙江省,温州,APP,已支付,1329.42,66.47,1262.95
O2025100500020575,U004406,2025-10-05 20:51:44,2025-10-05 21:16:44,山东省,青岛,APP,已支付,2389.70,190.83,2198.87
O2026032600020576,U005800,2026-03-26 17:56:34,2026-03-26 18:16:34,山东省,烟台,直播间,已支付,3631.00,332.68,3298.32
O2026032100020577,U009144,2026-03-21 00:56:32,2026-03-21 01:14:32,江苏省,南通,自然流量,已支付,49.47,1.88,47.59
O2025061500020578,U009788,2025-06-15 18:24:40,2025-06-15 18:53:40,江苏省,南通,APP,已完成,2736.02,143.82,2592.20
O2025021400020579,U005122,2025-02-14 23:14:39,,广东省,佛山,小程序,已取消,3129.09,283.77,0.00
O2025072100020580,U002286,2025-07-21 22:04:40,2025-07-21 22:09:40,广东省,深圳,小程序,已支付,759.84,26.59,733.25
O2025070500020581,U011500,2025-07-05 20:00:45,2025-07-05 20:24:45,浙江省,绍兴,APP,已完成,2539.37,117.22,2422.15
O2026050900020582,U009443,2026-05-09 20:17:54,2026-05-09 20:31:54,广东省,广州,小程序,已退款,479.83,13.88,40.44
O2026010100020583,U007675,2026-01-01 19:41:03,2026-01-01 20:06:03,河南省,新乡,小程序,已完成,3819.86,600.75,3219.11
O2025120700020584,U002801,2025-12-07 19:58:54,2025-12-07 20:25:54,广东省,珠海,PC,已支付,7274.46,468.28,6806.18
O2026012700020585,U000675,2026-01-27 20:06:17,2026-01-27 20:22:17,江苏省,南通,APP,已支付,1677.08,50.31,1626.77
O2026010900020586,U009641,2026-01-09 21:22:20,2026-01-09 21:27:20,广东省,珠海,APP,已支付,1173.68,70.42,1103.26
O2025032800020587,U008250,2025-03-28 23:29:04,2025-03-28 23:50:04,北京市,北京,APP,已支付,2538.35,126.92,2411.43
O2025100700020588,U005794,2025-10-07 13:02:32,2025-10-07 13:20:32,上海市,上海,小程序,已完成,341.09,6.82,334.27
O2026041700020589,U010060,2026-04-17 23:10:52,2026-04-17 23:32:52,四川省,南充,APP,已支付,469.12,9.38,459.74
O2025100600020590,U008625,2025-10-06 14:29:20,2025-10-06 14:54:20,四川省,绵阳,自然流量,已完成,3089.88,92.70,2997.18
O2026010100020591,U003591,2026-01-01 20:36:28,2026-01-01 20:43:28,陕西省,渭南,小程序,已支付,3185.13,476.10,2709.03
O2026020700020592,U007661,2026-02-07 21:33:29,2026-02-07 21:53:29,广东省,佛山,APP,已支付,1826.04,132.24,1693.80
O2025043000020593,U010577,2025-04-30 08:46:55,2025-04-30 09:06:55,广东省,珠海,小程序,已支付,1640.60,65.62,1574.98
O2026061100020594,U008356,2026-06-11 21:21:07,2026-06-11 21:45:07,河南省,南阳,APP,已支付,1414.00,42.42,1371.58
O2025030800020595,U011952,2025-03-08 18:26:34,2025-03-08 18:34:34,湖北省,宜昌,PC,已支付,3606.09,340.88,3265.21
O2026050700020596,U002000,2026-05-07 20:26:24,2026-05-07 20:27:24,广东省,珠海,APP,已支付,307.28,0.00,307.28
O2025100500020597,U003286,2025-10-05 21:09:45,2025-10-05 21:13:45,广东省,东莞,小程序,已支付,87.33,3.11,84.22
O2025033000020598,U006833,2025-03-30 22:39:38,2025-03-30 22:50:38,浙江省,绍兴,APP,已完成,3047.81,202.18,2845.63
O2026041700020599,U011360,2026-04-17 13:54:09,2026-04-17 14:19:09,山东省,烟台,APP,已退款,638.64,9.58,24.84
O2026010200020600,U006250,2026-01-02 21:14:19,2026-01-02 21:38:19,广东省,深圳,直播间,已支付,185.94,13.10,172.84
O2026022000020601,U004997,2026-02-20 18:14:20,2026-02-20 18:23:20,河南省,许昌,小程序,已支付,2567.06,77.01,2490.05
O2025012000020602,U004643,2025-01-20 01:25:43,2025-01-20 01:39:43,湖南省,长沙,APP,已支付,2845.78,85.37,2760.41
O2025021200020603,U011511,2025-02-12 22:38:35,2025-02-12 22:49:35,广东省,东莞,小程序,已支付,2164.32,64.93,2099.39
O2025120300020604,U009011,2025-12-03 16:04:39,2025-12-03 16:29:39,广东省,珠海,PC,已完成,83.40,2.50,80.90
O2025121300020605,U011104,2025-12-13 20:00:48,2025-12-13 20:09:48,北京市,北京,小程序,已支付,1619.05,122.56,1496.49
O2025111400020606,U003058,2025-11-14 12:59:32,2025-11-14 13:18:32,浙江省,绍兴,小程序,已支付,1391.52,69.58,1321.94
O2025021600020607,U006105,2025-02-16 21:43:20,2025-02-16 21:51:20,广东省,广州,APP,已完成,3943.81,290.26,3653.55
O2026022000020608,U002067,2026-02-20 20:51:36,2026-02-20 20:57:36,河南省,郑州,APP,已退款,206.29,2.06,35.65
O2025032100020609,U004029,2025-03-21 22:06:02,2025-03-21 22:24:02,河北省,唐山,搜索广告,已支付,1756.70,70.27,1686.43
O2025051000020610,U008333,2025-05-10 23:40:55,2025-05-11 00:04:55,山东省,烟台,APP,已完成,91.51,2.58,88.93
O2025110100020611,U011791,2025-11-01 12:49:17,2025-11-01 13:08:17,浙江省,嘉兴,小程序,已支付,2711.29,119.56,2591.73
O2026020300020612,U003885,2026-02-03 19:05:06,2026-02-03 19:27:06,四川省,成都,小程序,已支付,741.75,18.54,723.21
O2025042600020613,U003836,2025-04-26 13:24:53,2025-04-26 13:27:53,山东省,济南,PC,已支付,842.96,60.38,782.58
O2026022700020614,U005348,2026-02-27 10:14:05,2026-02-27 10:44:05,广东省,东莞,APP,已支付,588.54,8.83,579.71
O2025082900020615,U011832,2025-08-29 12:59:26,2025-08-29 13:22:26,河南省,南阳,APP,已支付,975.84,14.64,961.20
O2025111500020616,U002196,2025-11-15 22:50:56,2025-11-15 23:15:56,江苏省,无锡,APP,已支付,312.04,13.13,298.91
O2025101800020617,U002388,2025-10-18 14:32:11,2025-10-18 15:00:11,江苏省,常州,小程序,已支付,1746.00,105.89,1640.11
O2026031200020618,U008146,2026-03-12 12:29:52,2026-03-12 12:54:52,河南省,郑州,APP,已退款,238.41,0.00,28.16
O2025050100020619,U000330,2025-05-01 21:59:38,2025-05-01 22:01:38,河南省,洛阳,搜索广告,已支付,2170.64,354.71,1815.93
O2025070900020620,U008650,2025-07-09 22:38:11,,浙江省,杭州,PC,已取消,808.15,20.20,0.00
O2025120900020621,U009875,2025-12-09 00:07:33,,上海市,上海,小程序,已取消,564.42,19.75,0.00
O2025011900020622,U004892,2025-01-19 14:03:22,,北京市,北京,小程序,已取消,199.65,4.05,0.00
O2025071500020623,U000735,2025-07-15 00:44:17,2025-07-15 00:46:17,江苏省,南通,APP,已支付,611.48,15.29,596.19
O2025111900020624,U002832,2025-11-19 20:13:25,2025-11-19 20:43:25,北京市,北京,小程序,已支付,4059.78,243.59,3816.19
O2025100100020625,U005526,2025-10-01 11:40:10,2025-10-01 12:08:10,上海市,上海,直播间,已支付,3018.90,716.32,2302.58
O2026011100020626,U010381,2026-01-11 01:54:07,2026-01-11 02:21:07,江苏省,南通,APP,已支付,302.63,9.71,292.92
O2025050500020627,U006374,2025-05-05 01:21:59,,广东省,佛山,直播间,已取消,2447.03,231.40,0.00
O2025081100020628,U001371,2025-08-11 11:28:24,2025-08-11 11:46:24,江苏省,常州,搜索广告,已支付,1608.17,64.33,1543.84
O2025030800020629,U010870,2025-03-08 12:12:43,2025-03-08 12:19:43,广东省,东莞,APP,已支付,3036.56,391.32,2645.24
O2026022800020630,U011726,2026-02-28 01:26:30,2026-02-28 01:50:30,四川省,绵阳,APP,已退款,130.84,1.93,15.43
O2025091900020631,U007686,2025-09-19 17:53:49,2025-09-19 18:15:49,重庆市,重庆,小程序,已支付,313.57,0.00,313.57
O2025012900020632,U011403,2025-01-29 12:34:26,2025-01-29 12:54:26,浙江省,温州,APP,已支付,5400.54,162.02,5238.52
O2025030800020633,U007957,2025-03-08 22:20:42,2025-03-08 22:26:42,陕西省,宝鸡,小程序,已支付,186.72,32.02,154.70
O2026042100020634,U011815,2026-04-21 13:30:02,2026-04-21 13:56:02,福建省,厦门,自然流量,已支付,302.14,0.00,302.14
O2025120400020635,U004528,2025-12-04 18:42:03,2025-12-04 18:49:03,江苏省,南通,APP,已支付,180.84,1.81,179.03
O2026061200020636,U004571,2026-06-12 14:34:43,2026-06-12 14:39:43,广东省,深圳,APP,已支付,2606.13,104.25,2501.88
O2026040500020637,U000224,2026-04-05 11:16:59,2026-04-05 11:46:59,湖南省,株洲,APP,已完成,15522.98,661.58,14861.40
O2025011000020638,U001163,2025-01-10 12:05:07,2025-01-10 12:11:07,广东省,东莞,搜索广告,已支付,625.61,9.38,616.23
O2025122100020639,U007690,2025-12-21 18:53:22,2025-12-21 19:02:22,广东省,东莞,小程序,已支付,842.99,37.03,805.96
O2025110900020640,U008218,2025-11-09 12:41:15,2025-11-09 12:49:15,浙江省,宁波,APP,已支付,272.50,7.76,264.74
O2025071600020641,U010949,2025-07-16 11:50:53,2025-07-16 12:12:53,湖南省,常德,APP,已完成,3792.71,227.56,3565.15
O2025061500020642,U002353,2025-06-15 15:50:24,2025-06-15 15:59:24,浙江省,宁波,APP,已支付,3452.10,138.28,3313.82
O2025010200020643,U004536,2025-01-02 22:54:46,2025-01-02 23:11:46,河南省,许昌,APP,已支付,146.67,0.00,146.67
O2025120300020644,U006636,2025-12-03 21:57:29,,山东省,潍坊,小程序,已取消,175.32,1.75,0.00
O2025030600020645,U004582,2025-03-06 00:15:40,2025-03-06 00:24:40,四川省,绵阳,小程序,已支付,664.23,9.96,654.27
O2025102700020646,U001898,2025-10-27 12:47:36,2025-10-27 12:59:36,山东省,临沂,APP,已支付,918.14,13.77,904.37
O2026021900020647,U009447,2026-02-19 08:16:17,,广东省,佛山,APP,已取消,2152.21,64.57,0.00
O2025013000020648,U002305,2025-01-30 14:05:08,2025-01-30 14:30:08,四川省,绵阳,小程序,已支付,7784.23,311.37,7472.86
O2025110900020649,U009796,2025-11-09 14:22:00,2025-11-09 14:41:00,广东省,珠海,自然流量,已支付,276.61,8.93,267.68
O2026051800020650,U009549,2026-05-18 19:10:39,2026-05-18 19:30:39,广东省,广州,APP,已支付,553.30,8.30,545.00
O2025060900020651,U007253,2025-06-09 21:19:20,2025-06-09 21:36:20,山东省,青岛,APP,已支付,910.25,22.76,887.49
O2025100300020652,U008159,2025-10-03 22:33:23,2025-10-03 22:47:23,广东省,佛山,小程序,已支付,539.52,13.49,526.03
O2026030800020653,U010510,2026-03-08 16:10:46,2026-03-08 16:32:46,山东省,济南,直播间,已支付,1136.91,200.55,936.36
O2026012500020654,U002900,2026-01-25 20:12:40,2026-01-25 20:32:40,江苏省,无锡,APP,已支付,2378.46,145.51,2232.95
