item_id,order_id,product_id,category,quantity,price,amount
I0002863901,O2025121400028639,P00175,家电,1,887.42,887.42
I0002864001,O2026040400028640,P00172,食品,1,62.66,62.66
I0002864101,O2025052100028641,P00134,食品,1,61.86,61.86
I0002864201,O2026012400028642,P00075,母婴,1,312.09,312.09
I0002864202,O2026012400028642,P00389,食品,1,33.82,33.82
I0002864203,O2026012400028642,P00024,家居,1,492.63,492.63
I0002864204,O2026012400028642,P00528,食品,1,72.92,72.92
I0002864205,O2026012400028642,P00669,美妆,1,103.58,103.58
I0002864301,O2025071100028643,P00600,美妆,1,119.55,119.55
I0002864302,O2025071100028643,P00368,服饰,1,353.08,353.08
I0002864303,O2025071100028643,P00673,食品,1,193.36,193.36
I0002864304,O2025071100028643,P00537,服饰,2,62.26,124.52
I0002864305,O2025071100028643,P00226,食品,5,40.63,203.15
I0002864401,O2026021500028644,P00149,美妆,1,210.00,210.00
I0002864501,O2026040200028645,P00129,美妆,1,258.87,258.87
I0002864502,O2026040200028645,P00651,食品,2,148.05,296.10
I0002864601,O2025090900028646,P00635,运动,2,220.07,440.14
I0002864701,O2025071200028647,P00299,母婴,1,332.44,332.44
I0002864801,O2025012100028648,P00400,数码,2,1695.63,3391.26
I0002864802,O2025012100028648,P00733,家电,2,1465.43,2930.86
I0002864803,O2025012100028648,P00011,图书,1,135.07,135.07
I0002864804,O2025012100028648,P00366,服饰,1,180.25,180.25
I0002864901,O2025052900028649,P00271,美妆,2,403.61,807.22
I0002864902,O2025052900028649,P00787,食品,1,197.50,197.50
I0002864903,O2025052900028649,P00738,食品,1,88.09,88.09
I0002865001,O2025080900028650,P00233,服饰,1,165.18,165.18
I0002865002,O2025080900028650,P00173,运动,2,534.79,1069.58
I0002865003,O2025080900028650,P00408,运动,3,535.14,1605.42
I0002865101,O2026062100028651,P00660,家居,1,476.23,476.23
I0002865201,O2025022500028652,P00701,美妆,1,98.96,98.96
I0002865301,O2025050100028653,P00709,美妆,2,332.42,664.84
I0002865302,O2025050100028653,P00745,食品,1,187.86,187.86
I0002865401,O2025110600028654,P00740,数码,1,1677.37,1677.37
I0002865501,O2025020100028655,P00083,美妆,1,152.98,152.98
I0002865502,O2025020100028655,P00529,服饰,2,257.68,515.36
I0002865601,O2026010100028656,P00286,美妆,4,128.56,514.24
I0002865701,O2025030200028657,P00013,家居,1,441.19,441.19
I0002865702,O2025030200028657,P00287,服饰,1,355.10,355.10
I0002865703,O2025030200028657,P00496,家电,1,2460.19,2460.19
I0002865801,O2026060700028658,P00536,服饰,1,247.81,247.81
I0002865901,O2025051100028659,P00622,家电,2,2010.99,4021.98
I0002865902,O2025051100028659,P00753,数码,1,1343.36,1343.36
I0002866001,O2025022000028660,P00514,母婴,1,743.76,743.76
I0002866002,O2025022000028660,P00326,家居,1,224.96,224.96
I0002866101,O2025071300028661,P00587,服饰,1,631.72,631.72
I0002866102,O2025071300028661,P00324,美妆,1,264.64,264.64
I0002866201,O2025030400028662,P00566,家居,1,618.92,618.92
I0002866301,O2026032300028663,P00273,服饰,1,316.05,316.05
I0002866401,O2026031400028664,P00487,服饰,1,106.02,106.02
I0002866501,O2025061700028665,P00198,服饰,1,124.47,124.47
I0002866601,O2025032200028666,P00016,母婴,1,183.29,183.29
I0002866602,O2025032200028666,P00098,食品,3,88.05,264.15
I0002866603,O2025032200028666,P00799,食品,1,45.64,45.64
I0002866604,O2025032200028666,P00172,食品,2,66.36,132.72
I0002866701,O2026051100028667,P00761,母婴,3,351.61,1054.83
I0002866702,O2026051100028667,P00206,家居,2,546.00,1092.00
I0002866801,O2026010100028668,P00609,家居,1,608.51,608.51
I0002866802,O2026010100028668,P00046,家电,1,2064.61,2064.61
I0002866803,O2026010100028668,P00596,家电,2,3182.32,6364.64
I0002866804,O2026010100028668,P00019,家电,2,1520.48,3040.96
I0002866901,O2025051200028669,P00248,服饰,1,339.09,339.09
I0002866902,O2025051200028669,P00573,运动,4,139.43,557.72
I0002866903,O2025051200028669,P00241,数码,1,5191.45,5191.45
I0002866904,O2025051200028669,P00149,美妆,1,209.86,209.86
I0002867001,O2026012900028670,P00466,母婴,1,1079.98,1079.98
I0002867101,O2025020600028671,P00272,家电,1,4525.83,4525.83
I0002867102,O2025020600028671,P00480,美妆,2,191.74,383.48
I0002867201,O2025043000028672,P00409,美妆,1,493.57,493.57
I0002867202,O2025043000028672,P00459,服饰,1,423.74,423.74
I0002867301,O2025011500028673,P00464,服饰,1,464.94,464.94
I0002867401,O2025100400028674,P00129,美妆,1,251.04,251.04
I0002867501,O2026050100028675,P00798,食品,1,41.19,41.19
I0002867502,O2026050100028675,P00758,家居,1,880.89,880.89
I0002867503,O2026050100028675,P00062,家居,1,1602.13,1602.13
I0002867601,O2025060800028676,P00024,家居,2,520.99,1041.98
I0002867701,O2025081000028677,P00576,运动,3,1771.67,5315.01
I0002867801,O2025032200028678,P00366,服饰,2,178.49,356.98
I0002867901,O2025060100028679,P00624,数码,2,1497.75,2995.50
I0002867902,O2025060100028679,P00773,数码,1,3715.30,3715.30
I0002868001,O2026020700028680,P00641,服饰,1,226.38,226.38
I0002868101,O2025031400028681,P00481,服饰,1,242.12,242.12
I0002868201,O2026060700028682,P00346,美妆,2,270.13,540.26
I0002868202,O2026060700028682,P00437,数码,3,492.95,1478.85
I0002868301,O2025071900028683,P00028,运动,1,408.63,408.63
I0002868401,O2025112000028684,P00098,食品,2,89.91,179.82
I0002868402,O2025112000028684,P00661,家居,1,624.08,624.08
I0002868403,O2025112000028684,P00643,家居,1,505.19,505.19
I0002868404,O2025112000028684,P00295,母婴,1,634.50,634.50
I0002868405,O2025112000028684,P00532,母婴,2,385.34,770.68
I0002868501,O2026051700028685,P00033,美妆,4,250.10,1000.40
I0002868502,O2026051700028685,P00248,服饰,2,365.15,730.30
I0002868503,O2026051700028685,P00749,食品,3,74.88,224.64
I0002868504,O2026051700028685,P00781,服饰,2,129.14,258.28
I0002868601,O2025101200028686,P00561,美妆,1,695.87,695.87
I0002868701,O2026011600028687,P00088,食品,2,32.78,65.56
I0002868702,O2026011600028687,P00215,家居,1,371.48,371.48
I0002868801,O2025011700028688,P00668,家居,1,1192.96,1192.96
I0002868802,O2025011700028688,P00213,家居,2,300.34,600.68
I0002868803,O2025011700028688,P00533,食品,5,202.96,1014.80
I0002868804,O2025011700028688,P00739,家居,2,111.09,222.18
I0002868805,O2025011700028688,P00703,母婴,1,354.12,354.12
I0002868901,O2025051700028689,P00313,母婴,2,203.76,407.52
I0002869001,O2026061800028690,P00450,美妆,2,386.77,773.54
I0002869002,O2026061800028690,P00772,食品,5,60.81,304.05
I0002869101,O2025101600028691,P00440,运动,1,1221.00,1221.00
I0002869201,O2025010100028692,P00625,数码,1,2781.11,2781.11
I0002869202,O2025010100028692,P00431,数码,1,790.08,790.08
I0002869203,O2025010100028692,P00710,家电,1,1356.23,1356.23
I0002869204,O2025010100028692,P00775,家电,2,1945.98,3891.96
I0002869301,O2026012000028693,P00165,服饰,1,87.27,87.27
I0002869302,O2026012000028693,P00621,图书,1,101.28,101.28
I0002869401,O2025101000028694,P00069,家电,1,1551.18,1551.18
I0002869402,O2025101000028694,P00024,家居,1,506.42,506.42
I0002869403,O2025101000028694,P00576,运动,1,1774.71,1774.71
I0002869404,O2025101000028694,P00525,家居,2,576.24,1152.48
I0002869501,O2026032200028695,P00415,服饰,3,679.27,2037.81
I0002869502,O2026032200028695,P00635,运动,5,232.47,1162.35
I0002869503,O2026032200028695,P00110,服饰,1,142.30,142.30
I0002869601,O2026011000028696,P00407,母婴,2,634.94,1269.88
I0002869602,O2026011000028696,P00116,服饰,1,167.49,167.49
I0002869701,O2026042100028697,P00668,家居,1,1194.33,1194.33
I0002869801,O2026041000028698,P00634,数码,1,1076.71,1076.71
I0002869901,O2026042200028699,P00012,美妆,4,138.84,555.36
I0002869902,O2026042200028699,P00774,家居,1,818.81,818.81
I0002870001,O2025100600028700,P00193,服饰,1,192.19,192.19
I0002870101,O2026010700028701,P00513,食品,2,161.70,323.40
I0002870201,O2025122700028702,P00681,美妆,1,70.21,70.21
I0002870202,O2025122700028702,P00727,食品,4,137.90,551.60
I0002870301,O2025100200028703,P00563,数码,1,3317.63,3317.63
I0002870302,O2025100200028703,P00590,数码,1,3241.85,3241.85
I0002870303,O2025100200028703,P00383,图书,1,137.80,137.80
I0002870304,O2025100200028703,P00047,家电,1,681.21,681.21
I0002870401,O2026021100028704,P00151,数码,3,1997.57,5992.71
I0002870402,O2026021100028704,P00027,家电,1,509.89,509.89
I0002870403,O2026021100028704,P00662,母婴,1,31.12,31.12
I0002870501,O2026032000028705,P00063,食品,1,127.17,127.17
I0002870601,O2025041200028706,P00049,美妆,2,251.53,503.06
I0002870701,O2025060800028707,P00790,图书,1,180.54,180.54
I0002870702,O2025060800028707,P00289,数码,1,1157.25,1157.25
I0002870703,O2025060800028707,P00445,家居,1,385.00,385.00
I0002870704,O2025060800028707,P00499,美妆,1,228.14,228.14
I0002870705,O2025060800028707,P00759,服饰,1,77.38,77.38
I0002870801,O2026012000028708,P00688,图书,3,56.38,169.14
I0002870901,O2026020200028709,P00250,运动,1,762.77,762.77
I0002870902,O2026020200028709,P00302,食品,1,174.84,174.84
I0002870903,O2026020200028709,P00720,服饰,1,67.47,67.47
I0002871001,O2025071000028710,P00702,服饰,2,163.53,327.06
I0002871002,O2025071000028710,P00007,运动,1,330.85,330.85
I0002871003,O2025071000028710,P00267,母婴,5,283.83,1419.15
I0002871101,O2025051400028711,P00240,数码,1,3552.04,3552.04
I0002871201,O2025062400028712,P00800,数码,4,2711.59,10846.36
I0002871202,O2025062400028712,P00354,图书,1,133.58,133.58
I0002871203,O2025062400028712,P00729,食品,1,136.08,136.08
I0002871204,O2025062400028712,P00261,家电,1,2605.94,2605.94
I0002871205,O2025062400028712,P00474,家电,1,975.46,975.46
I0002871301,O2025042600028713,P00445,家居,1,378.65,378.65
I0002871302,O2025042600028713,P00424,食品,2,159.09,318.18
I0002871303,O2025042600028713,P00169,家电,1,675.24,675.24
I0002871401,O2025032900028714,P00354,图书,2,137.11,274.22
I0002871402,O2025032900028714,P00540,数码,1,2230.41,2230.41
I0002871501,O2026010900028715,P00349,美妆,1,74.62,74.62
I0002871502,O2026010900028715,P00606,服饰,1,132.22,132.22
I0002871601,O2026060600028716,P00425,食品,3,93.34,280.02
I0002871701,O2025121200028717,P00643,家居,1,495.70,495.70
I0002871801,O2025062200028718,P00320,家电,1,1559.99,1559.99
I0002871901,O2026020400028719,P00044,美妆,1,353.43,353.43
I0002872001,O2025012300028720,P00162,服饰,1,344.09,344.09
I0002872002,O2025012300028720,P00109,美妆,1,256.42,256.42
I0002872101,O2026030800028721,P00145,食品,2,98.31,196.62
I0002872102,O2026030800028721,P00257,家居,4,616.01,2464.04
I0002872201,O2025022800028722,P00534,母婴,3,117.33,351.99
I0002872202,O2025022800028722,P00467,数码,1,792.07,792.07
I0002872203,O2025022800028722,P00595,服饰,1,275.98,275.98
I0002872301,O2025110800028723,P00139,家居,1,793.16,793.16
I0002872302,O2025110800028723,P00425,食品,1,96.46,96.46
I0002872303,O2025110800028723,P00027,家电,1,509.14,509.14
I0002872304,O2025110800028723,P00421,家居,2,714.80,1429.60
I0002872401,O2025062100028724,P00013,家居,1,445.06,445.06
I0002872402,O2025062100028724,P00255,家电,1,1845.12,1845.12
I0002872403,O2025062100028724,P00468,家电,1,1866.50,1866.50
I0002872404,O2025062100028724,P00069,家电,1,1612.45,1612.45
I0002872405,O2025062100028724,P00084,食品,1,44.57,44.57
I0002872501,O2025101800028725,P00383,图书,1,133.09,133.09
I0002872502,O2025101800028725,P00166,运动,1,320.28,320.28
I0002872503,O2025101800028725,P00325,家居,1,796.43,796.43
I0002872601,O2025120900028726,P00752,家电,2,578.29,1156.58
I0002872602,O2025120900028726,P00176,家居,1,388.34,388.34
I0002872603,O2025120900028726,P00566,家居,2,610.04,1220.08
I0002872701,O2025092900028727,P00523,美妆,1,89.92,89.92
I0002872801,O2026021600028728,P00373,食品,1,120.24,120.24
I0002872802,O2026021600028728,P00078,家居,1,312.70,312.70
I0002872901,O2025042400028729,P00274,母婴,1,238.26,238.26
I0002872902,O2025042400028729,P00170,家居,1,281.88,281.88
I0002872903,O2025042400028729,P00335,食品,1,70.64,70.64
I0002873001,O2026031000028730,P00450,美妆,1,399.91,399.91
I0002873002,O2026031000028730,P00565,家居,1,625.24,625.24
I0002873101,O2025082800028731,P00048,服饰,1,269.61,269.61
I0002873201,O2025061800028732,P00160,服饰,2,285.21,570.42
I0002873202,O2025061800028732,P00299,母婴,1,323.58,323.58
I0002873203,O2025061800028732,P00442,运动,5,448.76,2243.80
I0002873301,O2026041000028733,P00690,美妆,1,246.32,246.32
I0002873302,O2026041000028733,P00633,图书,4,309.16,1236.64
I0002873401,O2025060800028734,P00532,母婴,1,361.53,361.53
I0002873402,O2025060800028734,P00581,家居,2,687.14,1374.28
I0002873501,O2025111100028735,P00156,数码,1,5402.92,5402.92
I0002873502,O2025111100028735,P00688,图书,4,54.28,217.12
I0002873503,O2025111100028735,P00731,服饰,1,686.38,686.38
I0002873504,O2025111100028735,P00518,图书,1,139.55,139.55
I0002873601,O2026020300028736,P00720,服饰,2,66.40,132.80
I0002873602,O2026020300028736,P00635,运动,1,232.73,232.73
I0002873603,O2026020300028736,P00750,美妆,1,92.87,92.87
I0002873604,O2026020300028736,P00502,美妆,1,311.96,311.96
I0002873701,O2025112000028737,P00721,美妆,1,272.66,272.66
I0002873702,O2025112000028737,P00259,食品,1,63.95,63.95
I0002873801,O2026030600028738,P00285,运动,1,596.82,596.82
I0002873802,O2026030600028738,P00593,服饰,1,129.07,129.07
I0002873901,O2026010800028739,P00268,服饰,1,477.47,477.47
I0002873902,O2026010800028739,P00735,食品,2,108.66,217.32
I0002874001,O2025100800028740,P00203,食品,3,41.40,124.20
I0002874002,O2025100800028740,P00183,数码,1,3527.30,3527.30
I0002874003,O2025100800028740,P00005,家居,1,926.33,926.33
I0002874004,O2025100800028740,P00525,家居,1,570.67,570.67
I0002874101,O2025020600028741,P00463,美妆,1,68.52,68.52
I0002874102,O2025020600028741,P00760,服饰,1,463.17,463.17
I0002874201,O2025091300028742,P00027,家电,1,482.41,482.41
I0002874202,O2025091300028742,P00015,家居,2,195.49,390.98
I0002874301,O2025121900028743,P00289,数码,1,1214.11,1214.11
I0002874302,O2025121900028743,P00752,家电,1,560.99,560.99
I0002874303,O2025121900028743,P00304,美妆,1,103.85,103.85
I0002874401,O2025122900028744,P00646,服饰,1,83.62,83.62
I0002874501,O2025122800028745,P00010,服饰,4,168.30,673.20
I0002874502,O2025122800028745,P00442,运动,1,432.38,432.38
I0002874503,O2025122800028745,P00471,食品,2,316.35,632.70
I0002874504,O2025122800028745,P00413,美妆,1,68.98,68.98
I0002874505,O2025122800028745,P00519,美妆,2,190.27,380.54
I0002874601,O2025041900028746,P00482,服饰,2,911.08,1822.16
I0002874602,O2025041900028746,P00021,美妆,1,246.58,246.58
I0002874603,O2025041900028746,P00603,运动,1,905.88,905.88
I0002874701,O2025060500028747,P00039,运动,1,673.84,673.84
I0002874801,O2025020500028748,P00061,母婴,1,560.04,560.04
I0002874802,O2025020500028748,P00679,家居,1,309.53,309.53
I0002874803,O2025020500028748,P00555,家居,1,2065.69,2065.69
I0002874901,O2025030200028749,P00452,服饰,1,496.82,496.82
I0002874902,O2025030200028749,P00297,数码,2,2137.46,4274.92
I0002875001,O2025050100028750,P00584,美妆,3,396.59,1189.77
I0002875002,O2025050100028750,P00066,服饰,1,66.81,66.81
I0002875101,O2026051300028751,P00081,服饰,1,94.53,94.53
I0002875201,O2025092600028752,P00004,食品,3,31.70,95.10
I0002875202,O2025092600028752,P00384,母婴,1,473.42,473.42
I0002875203,O2025092600028752,P00061,母婴,1,577.66,577.66
I0002875301,O2026011600028753,P00068,服饰,2,413.99,827.98
I0002875401,O2025101300028754,P00190,数码,1,3319.69,3319.69
I0002875402,O2025101300028754,P00272,家电,2,4434.91,8869.82
I0002875501,O2025071600028755,P00207,运动,1,1197.28,1197.28
I0002875502,O2025071600028755,P00186,服饰,1,74.16,74.16
I0002875503,O2025071600028755,P00695,服饰,1,148.66,148.66
I0002875504,O2025071600028755,P00222,美妆,1,218.55,218.55
I0002875505,O2025071600028755,P00137,服饰,1,225.62,225.62
I0002875601,O2026050100028756,P00376,运动,2,2369.76,4739.52
I0002875701,O2026042800028757,P00661,家居,1,609.72,609.72
I0002875702,O2026042800028757,P00623,图书,1,253.02,253.02
I0002875703,O2026042800028757,P00734,数码,2,1957.99,3915.98
I0002875704,O2026042800028757,P00143,食品,2,46.21,92.42
I0002875801,O2026030800028758,P00628,服饰,1,554.66,554.66
I0002875802,O2026030800028758,P00800,数码,2,2826.98,5653.96
I0002875803,O2026030800028758,P00483,数码,1,1444.22,1444.22
I0002875901,O2025042000028759,P00069,家电,1,1631.70,1631.70
I0002875902,O2025042000028759,P00273,服饰,1,302.95,302.95
I0002876001,O2026020100028760,P00659,图书,2,155.81,311.62
I0002876101,O2025080200028761,P00307,美妆,2,136.67,273.34
I0002876201,O2025020800028762,P00694,数码,3,3193.99,9581.97
I0002876202,O2025020800028762,P00684,运动,2,707.51,1415.02
I0002876301,O2026040700028763,P00319,图书,1,54.35,54.35
I0002876401,O2026051500028764,P00255,家电,1,1849.76,1849.76
I0002876501,O2025101100028765,P00393,美妆,2,150.20,300.40
I0002876601,O2026042500028766,P00314,美妆,1,209.98,209.98
I0002876602,O2026042500028766,P00257,家居,1,639.48,639.48
I0002876701,O2025081800028767,P00316,数码,1,3560.49,3560.49
I0002876702,O2025081800028767,P00136,数码,3,2204.29,6612.87
I0002876801,O2025061800028768,P00583,数码,1,613.15,613.15
I0002876802,O2025061800028768,P00637,图书,1,247.82,247.82
I0002876803,O2025061800028768,P00085,数码,3,1780.06,5340.18
I0002876901,O2025062400028769,P00047,家电,1,658.44,658.44
I0002877001,O2025031200028770,P00191,数码,2,1519.43,3038.86
I0002877002,O2025031200028770,P00713,家居,1,995.35,995.35
I0002877003,O2025031200028770,P00745,食品,3,179.39,538.17
I0002877004,O2025031200028770,P00325,家居,1,784.60,784.60
I0002877005,O2025031200028770,P00065,图书,1,244.81,244.81
I0002877101,O2026042300028771,P00633,图书,1,299.57,299.57
I0002877102,O2026042300028771,P00660,家居,1,484.95,484.95
I0002877201,O2025061500028772,P00014,家居,1,595.26,595.26
I0002877202,O2025061500028772,P00718,家电,3,3154.99,9464.97
I0002877203,O2025061500028772,P00266,美妆,1,114.05,114.05
I0002877301,O2025042300028773,P00615,食品,1,75.86,75.86
I0002877302,O2025042300028773,P00120,母婴,1,314.16,314.16
I0002877303,O2025042300028773,P00661,家居,3,640.37,1921.11
I0002877401,O2025011500028774,P00458,家居,1,253.35,253.35
I0002877501,O2026062200028775,P00780,服饰,1,454.28,454.28
I0002877502,O2026062200028775,P00087,运动,1,714.04,714.04
I0002877503,O2026062200028775,P00114,美妆,1,88.15,88.15
I0002877504,O2026062200028775,P00499,美妆,1,228.60,228.60
I0002877601,O2026032100028776,P00027,家电,1,489.77,489.77
I0002877602,O2026032100028776,P00590,数码,2,3159.17,6318.34
I0002877701,O2026051200028777,P00178,服饰,1,170.83,170.83
I0002877702,O2026051200028777,P00709,美妆,1,323.74,323.74
I0002877703,O2026051200028777,P00444,美妆,1,349.71,349.71
I0002877801,O2025072500028778,P00591,服饰,1,77.63,77.63
I0002877802,O2025072500028778,P00211,运动,1,823.67,823.67
I0002877901,O2025022700028779,P00042,食品,1,97.38,97.38
I0002877902,O2025022700028779,P00015,家居,1,192.82,192.82
I0002878001,O2025062300028780,P00426,家居,4,738.94,2955.76
I0002878101,O2025012800028781,P00364,家电,1,1092.40,1092.40
I0002878102,O2025012800028781,P00731,服饰,1,666.92,666.92
I0002878201,O2025082300028782,P00146,数码,2,2092.77,4185.54
I0002878202,O2025082300028782,P00151,数码,4,1979.42,7917.68
I0002878301,O2025010100028783,P00170,家居,2,283.52,567.04
I0002878302,O2025010100028783,P00799,食品,3,46.17,138.51
I0002878401,O2025110200028784,P00162,服饰,1,328.38,328.38
I0002878402,O2025110200028784,P00273,服饰,1,311.39,311.39
I0002878501,O2025091400028785,P00487,服饰,2,107.87,215.74
I0002878502,O2025091400028785,P00569,数码,1,1014.72,1014.72
I0002878601,O2026022600028786,P00491,食品,2,387.72,775.44
I0002878602,O2026022600028786,P00416,食品,1,50.54,50.54
I0002878701,O2026030700028787,P00173,运动,2,517.92,1035.84
I0002878801,O2025041500028788,P00472,数码,2,4739.00,9478.00
I0002878802,O2025041500028788,P00168,图书,1,55.58,55.58
I0002878803,O2025041500028788,P00099,母婴,1,730.95,730.95
I0002878804,O2025041500028788,P00040,服饰,2,498.68,997.36
I0002878901,O2026011800028789,P00630,运动,1,1341.14,1341.14
I0002879001,O2025112400028790,P00547,家电,1,1391.98,1391.98
I0002879002,O2025112400028790,P00335,食品,5,73.97,369.85
I0002879003,O2025112400028790,P00578,数码,1,1153.75,1153.75
I0002879004,O2025112400028790,P00299,母婴,1,339.23,339.23
I0002879101,O2025120700028791,P00329,数码,1,2361.72,2361.72
I0002879201,O2025031400028792,P00375,运动,3,162.15,486.45
I0002879202,O2025031400028792,P00669,美妆,1,114.06,114.06
I0002879301,O2025042100028793,P00144,美妆,1,241.11,241.11
I0002879302,O2025042100028793,P00692,服饰,5,455.94,2279.70
I0002879303,O2025042100028793,P00763,运动,1,161.60,161.60
I0002879401,O2026033000028794,P00376,运动,1,2314.41,2314.41
I0002879402,O2026033000028794,P00467,数码,1,749.09,749.09
I0002879403,O2026033000028794,P00438,服饰,1,239.54,239.54
I0002879501,O2026012200028795,P00791,母婴,1,559.56,559.56
I0002879601,O2025110900028796,P00223,美妆,1,107.76,107.76
I0002879602,O2025110900028796,P00505,美妆,1,151.37,151.37
I0002879701,O2025030800028797,P00320,家电,4,1586.36,6345.44
I0002879801,O2026051900028798,P00547,家电,1,1338.33,1338.33
I0002879901,O2026052400028799,P00463,美妆,1,69.72,69.72
I0002880001,O2026042300028800,P00624,数码,1,1411.14,1411.14
I0002880101,O2025012500028801,P00429,美妆,1,139.10,139.10
I0002880201,O2025010400028802,P00642,食品,3,188.18,564.54
I0002880202,O2025010400028802,P00212,母婴,2,202.70,405.40
I0002880301,O2026010400028803,P00288,数码,4,4565.40,18261.60
I0002880302,O2026010400028803,P00141,图书,1,87.14,87.14
I0002880401,O2026010300028804,P00141,图书,1,89.02,89.02
I0002880402,O2026010300028804,P00400,数码,1,1692.76,1692.76
I0002880403,O2026010300028804,P00798,食品,1,43.86,43.86
I0002880501,O2025110700028805,P00091,食品,2,166.52,333.04
I0002880601,O2025050400028806,P00674,食品,1,75.65,75.65
I0002880701,O2025072600028807,P00659,图书,2,156.52,313.04
I0002880801,O2026050100028808,P00140,服饰,1,129.14,129.14
I0002880802,O2026050100028808,P00736,数码,2,3369.44,6738.88
I0002880803,O2026050100028808,P00211,运动,1,813.72,813.72
I0002880901,O2025120100028809,P00395,食品,3,55.33,165.99
I0002881001,O2025061100028810,P00747,食品,1,53.60,53.60
I0002881002,O2025061100028810,P00156,数码,1,5273.92,5273.92
I0002881101,O2026011500028811,P00166,运动,1,322.05,322.05
I0002881201,O2025081500028812,P00185,数码,2,1319.75,2639.50
I0002881202,O2025081500028812,P00776,食品,2,79.07,158.14
I0002881301,O2025081400028813,P00333,家居,1,448.88,448.88
I0002881401,O2025030100028814,P00292,食品,1,64.10,64.10
I0002881402,O2025030100028814,P00411,家居,4,346.53,1386.12
I0002881501,O2026062200028815,P00458,家居,3,258.00,774.00
I0002881601,O2025011100028816,P00315,图书,1,49.10,49.10
I0002881602,O2025011100028816,P00329,数码,1,2426.86,2426.86
I0002881701,O2025112900028817,P00074,图书,1,75.31,75.31
I0002881702,O2025112900028817,P00411,家居,1,356.69,356.69
I0002881703,O2025112900028817,P00671,家居,1,841.63,841.63
I0002881801,O2026041800028818,P00196,服饰,2,211.27,422.54
I0002881802,O2026041800028818,P00501,运动,2,859.21,1718.42
I0002881803,O2026041800028818,P00280,食品,4,57.99,231.96
I0002881804,O2026041800028818,P00393,美妆,2,154.85,309.70
I0002881901,O2026040400028819,P00112,数码,1,2493.63,2493.63
I0002882001,O2025080500028820,P00772,食品,1,61.79,61.79
I0002882101,O2026060300028821,P00211,运动,1,786.80,786.80
I0002882102,O2026060300028821,P00010,服饰,1,170.81,170.81
I0002882201,O2025120900028822,P00678,数码,1,4756.74,4756.74
I0002882202,O2025120900028822,P00495,家电,1,694.84,694.84
I0002882301,O2025031600028823,P00627,服饰,1,305.58,305.58
I0002882302,O2025031600028823,P00670,美妆,2,183.85,367.70
I0002882401,O2026030800028824,P00408,运动,4,518.80,2075.20
I0002882501,O2025100100028825,P00050,美妆,1,422.85,422.85
I0002882502,O2025100100028825,P00731,服饰,3,694.73,2084.19
I0002882503,O2025100100028825,P00658,食品,2,143.66,287.32
I0002882504,O2025100100028825,P00780,服饰,1,468.38,468.38
I0002882601,O2026042600028826,P00006,母婴,1,1331.48,1331.48
I0002882602,O2026042600028826,P00643,家居,4,508.69,2034.76
I0002882701,O2026022200028827,P00169,家电,2,670.80,1341.60
I0002882801,O2025042300028828,P00066,服饰,1,69.84,69.84
I0002882802,O2025042300028828,P00317,运动,2,1338.07,2676.14
I0002882803,O2025042300028828,P00535,运动,1,2477.53,2477.53
I0002882804,O2025042300028828,P00418,服饰,1,70.19,70.19
I0002882901,O2025032300028829,P00308,美妆,1,246.30,246.30
I0002882902,O2025032300028829,P00491,食品,1,389.53,389.53
I0002883001,O2025113000028830,P00073,家居,2,1092.01,2184.02
I0002883002,O2025113000028830,P00055,家居,1,834.01,834.01
I0002883003,O2025113000028830,P00072,家电,1,3054.89,3054.89
I0002883004,O2025113000028830,P00425,食品,1,96.96,96.96
I0002883101,O2026041400028831,P00701,美妆,1,99.16,99.16
I0002883201,O2026010300028832,P00141,图书,1,86.05,86.05
I0002883202,O2026010300028832,P00332,家居,4,544.86,2179.44
I0002883301,O2025122600028833,P00529,服饰,1,251.25,251.25
I0002883302,O2025122600028833,P00741,运动,1,287.10,287.10
I0002883401,O2025102900028834,P00285,运动,1,618.85,618.85
I0002883501,O2026042700028835,P00180,家电,1,1382.39,1382.39
I0002883601,O2025121500028836,P00635,运动,1,226.36,226.36
I0002883701,O2025110700028837,P00437,数码,1,494.78,494.78
I0002883702,O2025110700028837,P00613,图书,1,82.35,82.35
I0002883703,O2025110700028837,P00474,家电,1,975.76,975.76
I0002883801,O2026010700028838,P00427,运动,2,1871.83,3743.66
I0002883802,O2026010700028838,P00649,数码,5,1792.61,8963.05
I0002883803,O2026010700028838,P00728,数码,1,1422.27,1422.27
I0002883804,O2026010700028838,P00738,食品,1,83.62,83.62
I0002883901,O2026030100028839,P00255,家电,1,1923.85,1923.85
I0002883902,O2026030100028839,P00081,服饰,1,98.71,98.71
I0002884001,O2025050100028840,P00490,食品,1,120.57,120.57
I0002884002,O2025050100028840,P00098,食品,2,85.25,170.50
I0002884003,O2025050100028840,P00765,母婴,1,212.19,212.19
I0002884004,O2025050100028840,P00072,家电,1,3082.45,3082.45
I0002884101,O2025100800028841,P00406,数码,1,7157.50,7157.50
I0002884102,O2025100800028841,P00053,图书,2,67.32,134.64
I0002884103,O2025100800028841,P00169,家电,1,690.17,690.17
I0002884104,O2025100800028841,P00537,服饰,1,58.85,58.85
I0002884201,O2026032900028842,P00127,美妆,2,51.06,102.12
I0002884301,O2025121200028843,P00210,美妆,1,163.42,163.42
I0002884401,O2025121800028844,P00459,服饰,1,408.63,408.63
I0002884501,O2025022300028845,P00408,运动,3,526.81,1580.43
I0002884601,O2026041300028846,P00410,食品,2,83.92,167.84
